Cycle,PS_Peak1,PS_Peak2,PS_Peak3,PS_Peak1/Peak2,PS_Peak2/Peak3,A0_2,A2_5,A0_2/A2_5
Cycle_1,1191.4574950134747,1033.4463336339477,848.32672083651607,1.1595182723953288,1.2018533166813843,-2.2234407765810038e-08,-2.5849940539757535e-08,-2.4248684368602785e-08
Cycle_2,1250.2579557734748,1201.8524361239474,893.51153530051613,1.0436151844799413,1.3288975712913844,-2.2234407765810038e-08,-2.5849940539757535e-08,-2.4248684368614004e-08
Cycle_3,1407.9145315534747,1199.2590959439476,1143.5290776465163,1.1807884316153288,1.0375144064713844,-2.2234407765810038e-08,-2.5849940539757535e-08,-2.4248684368139987e-08
Cycle_4,1111.3826106534748,956.42170410694746,811.78345905351614,1.1687108699353288,1.1612802769913844,-2.2234407765810038e-08,-2.5849940539757535e-08,-2.4248684368064257e-08
Cycle_5,1352.5952569834747,1049.0385326239475,774.39697098151612,1.2971318120653288,1.3661458626184881,-2.2234407765810038e-08,-2.5849940539757535e-08,-2.4248684368434496e-08
Cycle_6,958.46634524925219,890.13626654771997,874.41801079451614,1.0716348500099413,1.0220963545313844,-2.2234407765810038e-08,-2.5849940539757535e-08,-2.4248684368274619e-08
Cycle_7,862.80895341025223,841.37735096272013,749.44179281451613,1.0202766015899412,1.1266574655013843,-2.2234407765810038e-08,-2.5849940539757535e-08,-2.4248684368602785e-08
Cycle_8,1084.7038439434748,933.84868382094749,466.37852654717602,1.1682232034553288,1.9888077089084881,-2.2234407765810038e-08,-2.5849940539757535e-08,-2.4248684368495499e-08
Cycle_9,1246.6054842334747,1059.4269081339476,969.95454623051614,1.1835016720353289,1.0786585370813844,-2.2234407765810038e-08,-2.5849940539757535e-08,-2.4248684368434496e-08
Cycle_10,800.37019078825222,770.16664707971995,539.16984417717606,1.0330110066999412,1.4578027507584881,-2.2234407765810038e-08,-2.5849940539757535e-08,-2.4248684368613303e-08
Cycle_11,835.66326649725215,635.84239349172003,545.65243237917605,1.3049780968553288,1.1672944596913843,-2.2234407765810038e-08,-2.5849940539757535e-08,-2.4248684368602785e-08
Cycle_12,715.52141524625222,705.5467777117201,585.97855416217601,1.0072549219899412,1.2055686902013842,-2.2234407765810038e-08,-2.5849940539757535e-08,-2.4248684368579643e-08
Cycle_13,1169.8026735634746,1132.7673235839475,833.02841373251613,1.0359148435099412,1.3726592087584881,-2.2234407765810038e-08,-2.5849940539757535e-08,-2.4248684368434496e-08
Cycle_14,781.49565484125219,732.00711617872003,674.34489884451614,1.0605552907799414,1.0901107701813844,-2.2234407765810038e-08,-2.5849940539757535e-08,-2.4248684368064257e-08
Cycle_15,889.03074982425221,686.65522281272001,606.59082351117604,1.2868421336753288,1.1342174010513844,-2.2234407765810038e-08,-2.5849940539757535e-08,-2.4248684368612952e-08
Cycle_16,1742.7791543434748,1221.3277104839476,1042.2536648665159,1.4355713640453287,1.1588518959413843,-2.2234407765810038e-08,-2.5849940539757535e-08,-2.4248684368273216e-08
Cycle_17,970.99567559425213,602.43285899872012,524.593541661176,1.5977839378153289,1.1506307360713843,-2.2234407765810038e-08,-2.5849940539757535e-08,-2.4248684368582188e-08
Cycle_18,1480.3678865834747,1246.7250028339477,908.42077253351613,1.1943014363253288,1.3866961883384881,-2.2234407765810038e-08,-2.5849940539757535e-08,-2.4248684368569128e-08
Cycle_19,1266.4913943434747,1088.4543783339473,839.74226171951614,1.1702852623053288,1.2791855734713844,-2.2234407765810038e-08,-2.5849940539757535e-08,-2.4248684368611202e-08
Cycle_20,1200.7776782634746,1056.1248377939473,531.03502337817599,1.1409714092099412,1.9808088999484881,-2.2234407765810038e-08,-2.5849940539757535e-08,-2.4248684368513032e-08
Cycle_21,2870.2103713834749,2596.4187248139474,1622.977278646516,1.1095385840599412,1.620804410888488,-2.2234407765810038e-08,-2.5849940539757535e-08,-2.4248684368543883e-08
Cycle_22,922.98968772825219,731.67921418471997,634.00481772251612,1.2548323170053288,1.1583739115013842,-2.2234407765810038e-08,-2.5849940539757535e-08,-2.4248684368344741e-08
Cycle_23,586.14370343125222,567.13372357172011,566.38377889317599,1.0236737973199412,1.0050651669413844,-2.2234407765810038e-08,-2.5849940539757535e-08,-2.4248684368543883e-08
Cycle_24,752.97752796825216,722.21921197372012,467.44259385917604,1.0356548463899413,1.5726141833584881,-2.2234407765810038e-08,-2.5849940539757535e-08,-2.4248684368611202e-08
Cycle_25,815.02575290525215,740.42342954571996,706.57367529051612,1.0934837413999412,1.0525973769613843,-2.2234407765810038e-08,-2.5849940539757535e-08,-2.4248684368596475e-08
Cycle_26,915.75231144025213,921.92518197294748,614.76343543151609,1.0070899624899412,1.5049181045384881,-2.2234407765810038e-08,-2.5849940539757535e-08,-2.4248684368579643e-08
Cycle_27,695.24918611225223,653.83316005772008,317.32548090317601,1.0549990525599413,2.0764577574784879,-2.2234407765810038e-08,-2.5849940539757535e-08,-2.4248684368434496e-08
Cycle_28,653.27430764725216,512.76684189972002,357.27268369117604,1.2615394593953289,1.4635777846084881,-2.2234407765810038e-08,-2.5849940539757535e-08,-2.4248684368609799e-08
Cycle_29,848.44709377525214,676.33203612972011,489.78644571117604,1.2468405102653288,1.4106588882884881,-2.2234407765810038e-08,-2.5849940539757535e-08,-2.4248684368528808e-08
Cycle_30,1046.0409263292522,1017.4990419439475,431.35704342217599,1.0412398596699413,2.3366639633684883,-2.2234407765810038e-08,-2.5849940539757535e-08,-2.4248684368513032e-08
Cycle_31,996.76012401425214,911.02914660494753,422.90664712217603,1.1089752987099413,2.1339493666684883,-2.2234407765810038e-08,-2.5849940539757535e-08,-2.4248684368602785e-08
Cycle_32,749.25013630225214,706.15395828672013,601.85859496617604,1.0536388423799412,1.1751047190113844,-2.2234407765810038e-08,-2.5849940539757535e-08,-2.4248684368588762e-08
