file,cycle_idx,Pulse Interval,Time to Peak (TTP),Systolic Peak,Diastolic Peak Time,Diastolic Peak,Notch Time,Dicrotic Notch Depth,Systolic Area,Diastolic Area,Area Under Curve,Reflection Index (RI),Stiffness Index (SI),Fall Time,Inflection Point Index,Volume,Systolic Volume Index,Diastolic Volume Index
Synthetic_Subject_14,1,64.249207269922053,17.939642146900201,0.68537798031841846,32.021568690694153,0.38753912195551393,34.039697359426725,0.34264514068294749,12.946122163077867,8.3023592966913178,22.102663279808329,0.51135503756061729,16.927874881475788,43.852545872138919,53.097291051929936,20.098682578614071,11.898760069207164,3.0977039684128047
Synthetic_Subject_14,2,93.057966537777943,21.054758286320123,0.93572201432699276,36.195944859669588,0.75481785597120132,33.020327513982082,0.6605542843056591,29.646935382265031,12.758043958358996,45.234659904825847,0.93586849271581496,16.658652429328335,71.039582021274313,85.635587876326596,44.263270367828866,25.078956170092884,10.617755599890961
Synthetic_Subject_14,3,82.562766755892184,18.99246446386535,0.68689628126765401,45.128391978965197,0.43463138228221598,36.991313155764281,0.47348244030151077,17.985625705628124,9.8536578121643092,27.42764789761209,0.61724067287454054,25.989034078933429,64.060851055511989,36.454400257873274,21.06347066875718,13.919237301561804,4.2249377964625445
Synthetic_Subject_14,4,81.366349567609888,17.940607827207053,0.95484789075813836,45.604483824520884,0.60145104545875472,37.837491578198915,0.64102747792763592,25.185150061669624,14.025429740960677,38.057933189588624,0.59494098869407153,26.956525325573608,62.364145264777065,50.478169181820064,35.529815855137876,23.937300447882365,8.0334859486896519
Synthetic_Subject_14,5,73.163264641332418,20.339279374858464,0.95833652584455398,41.187074226286065,0.54091140483067102,38.862184241541684,0.58044373609496835,24.068210009108185,9.7131896004509208,34.048192819777874,0.56686335695638901,21.68698747731117,51.408963349308586,53.106775854911909,32.350599528443176,22.839878460933996,5.2919355106981536
Synthetic_Subject_14,6,62.928343487394173,19.035786388654209,0.86483253057653253,23.497063722364263,0.67073098365150152,36.981583195385589,0.38219456105527849,19.120826149483307,6.2498538802001251,25.1532518321984,0.73460758682469374,6.4769127022761674,43.771481136026559,50.891707442290375,22.475478999516408,16.999890767215206,4.5560204530820014
Synthetic_Subject_14,7,70.787593972304933,19.472074356881578,0.87645214443055219,41.142506273713899,0.45395069994294429,37.273348710080356,0.50454812823463635,21.442314658569238,7.2365356371814524,29.193596836347005,0.50910326719558086,21.328781481192408,48.368975451204619,52.031270587263222,26.344258942310393,18.971965331188411,2.8873534383735877
Synthetic_Subject_14,8,74.937132774230548,16.905982378430156,0.93007941196786759,44.049522327092305,0.59937563537516869,39.221508006127195,0.63127669836738365,23.461946321907547,14.438170974623867,37.165678994962136,0.61548215986927268,26.966392281241124,56.170428318467899,36.599190052528314,34.617355940456633,21.046143277035775,8.5111517374725398
Synthetic_Subject_14,9,79.632626905917419,22.07950920479032,0.96333572956103652,46.13246246942456,0.5935997324306953,37.812896155946987,0.63058374717773602,25.041668581490335,11.859718029521618,36.36565892123204,0.58119721716925521,25.027221427126744,55.160608867459658,55.023369390070634,34.888063032467976,23.741809692445507,6.3992274396082669
Synthetic_Subject_14,10,84.909380575446932,27.690422551606229,0.57331882595612704,53.421231921896961,0.39491548638650364,34.02928666650218,0.45841564103763038,19.103170585388497,9.1249377687068751,28.746574547555031,0.65790114400931077,23.693081486463228,57.991509179804993,68.74533629786697,14.647384209215064,12.836756478839501,2.9345808724161033
