Cycle,PS_Peak1,PS_Peak2,PS_Peak3,PS_Peak1/Peak2,PS_Peak2/Peak3,A0_2,A2_5,A0_2/A2_5
Cycle_1,10543.636644479262,8432.6093846492913,7656.183390450039,1.1998052245599999,1.1600774550649999,1.7950968154400001e-28,0,1.7950968154399999e-19
Cycle_2,5081.5680984850005,4298.23859756,3510.4536411600002,1.1936257215800001,1.172668881945,1.61558713389e-27,0,1.6155871338900002e-18
Cycle_3,6124.8512217850011,4930.5866122899997,4029.0014283999999,1.4912140848276358,1.1736075311750001,4.4877420385900001e-29,0,4.4877420385900001e-20
Cycle_4,10022.68628873926,5208.85659708,4300.1557385699998,1.495433341787636,1.1623220351850001,0,0,0
Cycle_5,4951.7287301150009,4192.9897549099996,3392.6039279300003,1.19257112347,1.183178981335,1.7950968154400001e-28,0,1.7950968154399999e-19
Cycle_6,5810.1901480350007,5037.1892641099994,4053.3298799499998,1.1647319194400001,1.191812460495,0,0,0
Cycle_7,5275.9325845950007,4424.88251803,3784.0207863400001,1.20311854883,1.121006872565,1.7950968154400001e-28,0,1.7950968154399999e-19
Cycle_8,10103.282728749262,8084.2623335692897,7178.5816328900391,1.1956589225900001,1.2618663914776325,1.7950968154400001e-28,0,1.7950968154399999e-19
Cycle_9,4840.6641067750006,4060.4962622699995,3249.4016670000001,1.444161848587636,1.195580232995,1.7950968154400001e-28,0,1.7950968154399999e-19
Cycle_10,5752.2330535550009,4815.79895571,3804.4528902100001,1.4452390921576359,1.2659440346776325,1.7950968154400001e-28,0,1.7950968154399999e-19
Cycle_11,10809.149937829261,8776.3174429792889,8017.5357256400384,1.1771005784499999,1.1435420489549999,4.0389678347300002e-28,0,4.0389678347299997e-19
Cycle_12,6122.1160393050013,4905.9900216299993,3915.6968770000003,1.496710444377636,1.201141496655,1.7950968154400001e-28,0,1.7950968154399999e-19
Cycle_13,5861.2190446350005,5091.8400098499997,7153.6780837700389,1.1623744070299999,1.1167247354750001,7.1803872617500008e-28,0,7.1803872617499994e-19
Cycle_14,10735.061538429261,8357.4887295292901,7426.4845514700392,1.4873670012576359,1.201555124875,4.4877420385900001e-29,0,4.4877420385900001e-20
Cycle_15,5862.1666902350007,4614.1980993199995,3821.0169006400001,1.5187278695676358,1.1575807983149999,7.1803872617500008e-28,0,7.1803872617499994e-19
Cycle_16,11532.681337759261,9158.4260282492905,8209.3697049400398,1.458233713247636,1.1711961666149999,4.0389678347300002e-28,0,4.0389678347299997e-19
Cycle_17,6443.5966474350007,8266.19493019929,7457.0971136200387,1.1366294616600001,1.174959581265,7.1803872617500008e-28,0,7.1803872617499994e-19
Cycle_18,4458.7628788750008,3629.3861415699998,2948.8852008399999,1.479725342477636,1.176398989155,4.4877420385900001e-29,0,4.4877420385900001e-20
Cycle_19,4100.4678489950011,3433.7348540799999,2809.2917768400002,1.4474238517976359,1.1677174586550001,7.1803872617500008e-28,0,7.1803872617499994e-19
Cycle_20,11057.874368779261,8737.8682223492906,8070.5680071100387,1.4638328251776358,1.125060843095,1.7950968154400001e-28,0,1.7950968154399999e-19
Cycle_21,4634.1745570550011,3717.7798255799999,3070.5882991100002,1.4967308521476359,1.158090217045,4.0389678347300002e-28,0,4.0389678347299997e-19
Cycle_22,4628.4809342950011,4055.0894397399998,3422.3982846700001,1.15491877401,1.1348114519750001,1.7950968154400001e-28,0,1.7950968154399999e-19
Cycle_23,4293.718329575001,3488.0573002499996,2837.7462985900002,1.4823301264176358,1.174335011595,5.4974839972700005e-28,0,5.4974839972699994e-19
Cycle_24,6241.7231895650011,4939.7184979399999,3941.2811065599999,1.5118340710376359,1.2016256404850001,0,0,0
Cycle_25,10583.027126899262,8549.7068137492897,7514.5141837700385,1.1835302290800001,1.2712451085576324,4.0389678347300002e-28,0,4.0389678347299997e-19
Cycle_26,4665.5474842250005,4168.0624046200001,3473.6135282300002,1.1335141452599999,1.1492692735050001,4.4877420385900001e-29,0,4.4877420385900001e-20
Cycle_27,10270.716792319261,8360.1524256992889,7833.4551817900392,1.1687393556600001,1.105649149185,1.61558713389e-27,0,1.6155871338900002e-18
Cycle_28,11910.499434909261,9426.5554742792901,8377.662851700039,1.4656467248776359,1.182341175845,4.0389678347300002e-28,0,4.0389678347299997e-19
Cycle_29,5657.787745685001,4915.4364273199999,3837.7932295099999,1.16256142223,1.2803453534476326,1.7950968154400001e-28,0,1.7950968154399999e-19
Cycle_30,6274.6074837150009,4862.72436113,4089.3439059600005,1.5377275388976359,1.140583870445,7.1803872617500008e-28,0,7.1803872617499994e-19
Cycle_31,6146.2632798550012,4891.2411374399999,3829.8617610000001,1.5051208509076359,1.2768183868676324,0,0,0
Cycle_32,3992.4183239850008,3248.7038576799996,2756.6912362000003,1.480871733487636,1.126351352645,9.0876776281500003e-28,0,9.0876776281500003e-19
Cycle_33,10031.965180299261,8092.0568470992903,7082.2717092600387,1.1815850835899999,1.2904021391276326,4.4877420385900001e-29,0,4.4877420385900001e-20
Cycle_34,6294.9464723350011,4835.7501557699998,4013.8290153500002,1.5487467897476359,1.1553889822850001,1.7950968154400001e-28,0,1.7950968154399999e-19
Cycle_35,4745.5661870350013,4139.4009331899997,3609.4912054599999,1.1595601611699999,1.099114672225,1.61558713389e-27,0,1.6155871338900002e-18
Cycle_36,11589.456574339261,9411.0196789692891,8227.0979141800381,1.1821507304600001,1.2650591330876324,4.4877420385900001e-29,0,4.4877420385900001e-20
Cycle_37,6101.8443451950006,4734.8564688899996,3774.6623057199999,1.536223386047636,1.2549146519076324,0,0,0
Cycle_38,11667.050984179261,9106.4531649392902,7981.7279393100389,1.4875217400376359,1.2655220036576325,1.7950968154400001e-28,0,1.7950968154399999e-19
Cycle_39,6218.3795432750012,5165.4839573999998,3976.6043819900005,1.453893474797636,1.2981930654276326,4.4877420385900001e-29,0,4.4877420385900001e-20
Cycle_40,10306.885379329262,8171.20567738929,7122.0855243500391,1.453503975687636,1.2966587965176324,1.12193550965e-27,0,1.12193550965e-18
Cycle_41,4435.0967257050006,3542.1667834699997,3044.84336712,1.5023383710776359,1.1132151019450001,1.1219355096499999e-29,0,1.12193550965e-20
Cycle_42,11599.56661930926,9498.4557487792899,8292.6948137400395,1.1691250653900001,1.2659978377176324,4.0389678347300002e-28,0,4.0389678347299997e-19
Cycle_43,11068.718511419262,9146.7004346292888,8480.2520455200392,1.1512950984300001,1.113481204245,0,0,0
Cycle_44,11289.81151486926,8984.6603973792899,7789.0050948400385,1.4534082011376359,1.2885297403576326,4.0389678347300002e-28,0,4.0389678347299997e-19
Cycle_45,10929.370897309262,9128.0022657192894,8015.213322660039,1.1338644906499999,1.2617628631476325,4.4877420385900001e-29,0,4.4877420385900001e-20
Cycle_46,12515.921767319262,10143.365711069291,9022.5173248400388,1.19031091848,1.1713104479850001,4.4877420385900001e-29,0,4.4877420385900001e-20
Cycle_47,10592.231608599261,8989.0773748392894,8242.1103865000387,1.10667157201,1.134181669145,4.0389678347300002e-28,0,4.0389678347299997e-19
Cycle_48,5554.8415401150005,5162.3955788599997,7144.6820337100389,1.08967018662,1.1345231632949999,1.7950968154400001e-28,0,1.7950968154399999e-19
Cycle_49,12547.460799729261,10221.999320629289,9025.7329110700375,1.1824503846200001,1.1829353010849999,1.7950968154400001e-28,0,1.7950968154399999e-19
Cycle_50,3071.0552408150011,2620.8663209399997,2084.7922408100003,1.1883814563599999,1.1948611662749999,1.1219355096499999e-29,0,1.12193550965e-20
Cycle_51,4375.8956769150009,3402.1571130899997,2703.5987134800002,1.5350155034276358,1.200983717525,4.0389678347300002e-28,0,4.0389678347299997e-19
Cycle_52,5444.0658245850009,4302.2990977599993,3317.0825826400001,1.5141198981976358,1.2936205925676325,5.4974839972700005e-28,0,5.4974839972699994e-19
Cycle_53,11863.592230169261,9953.8828798392897,8941.6650557800385,1.13398191144,1.1568726888550001,4.4877420385900001e-29,0,4.4877420385900001e-20
Cycle_54,11546.919589909261,9281.6458613992909,7986.4696813900391,1.1980412085700001,1.2969229875976325,4.4877420385900001e-29,0,4.4877420385900001e-20
Cycle_55,5729.969258555001,5206.1232870399999,7342.8490418600386,1.1133863563199999,1.0947344028249999,1.7950968154400001e-28,0,1.7950968154399999e-19
Cycle_56,3661.134165075001,3306.3388401299999,2818.4170224100003,1.12464689266,1.1215822554149999,0,0,0
Cycle_57,10605.88880535926,8650.7613807592898,8228.9955166700383,1.1682015110399999,1.0768507387849999,0,0,0
Cycle_58,12915.58043097926,10343.04577731929,9129.2012425500398,1.4513345102976358,1.182108317465,1.61558713389e-27,0,1.6155871338900002e-18
Cycle_59,5502.5501921150008,4154.9955757999996,3386.6662277700002,1.570808946037636,1.1745653494949999,2.80483877412e-28,0,2.8048387741199999e-19
Cycle_60,11687.469939549261,9264.0650089392911,7964.6347122800389,1.4620831653776358,1.2988676254576326,0,0,0
Cycle_61,4558.1878038850009,3788.7176318599995,3394.6298005399999,1.455157902617636,1.0694442148350001,1.7950968154400001e-28,0,1.7950968154399999e-19
Cycle_62,12232.945970559262,9716.8527097092901,9042.1158869900391,1.4612832990276359,1.1014610013749999,1.12193550965e-27,0,1.12193550965e-18
Cycle_63,5681.4164976850006,4357.5438998599993,3407.75360843,1.551001539747636,1.2766785951876325,4.0389678347300002e-28,0,4.0389678347299997e-19
Cycle_64,2749.028216695001,2399.7570897499995,1925.2126941300003,1.1650498547000001,1.183382867825,4.0389678347300002e-28,0,4.0389678347299997e-19
Cycle_65,12425.804520289261,10343.93441612929,9283.1604409000392,1.1491921425,1.1541223594450001,0,0,0
Cycle_66,12852.444029429262,10209.81510718929,9315.8120963100391,1.463783537157636,1.1283642029350001,7.1803872617500008e-28,0,7.1803872617499994e-19
Cycle_67,5441.7136292450014,4562.3424244399994,3434.8967703200001,1.4439398706476358,1.3238272638676325,4.4877420385900001e-29,0,4.4877420385900001e-20
Cycle_68,3690.337962855001,2941.2675903599998,2570.9728119500001,1.5059126251076358,1.0933001817650001,1.1219355096499999e-29,0,1.12193550965e-20
Cycle_69,5683.1968862350013,4514.6539830000002,3422.9511314300003,1.507617084407636,1.3149393455076326,4.0389678347300002e-28,0,4.0389678347299997e-19
Cycle_70,12104.431481459262,9875.3273730492911,8449.8944191200389,1.17786883536,1.2967485810976325,7.1803872617500008e-28,0,7.1803872617499994e-19
Cycle_71,12166.86937490926,9619.0442245292907,8224.5232511300383,1.4685816827476359,1.3025925633076325,4.0389678347300002e-28,0,4.0389678347299997e-19
Cycle_72,12190.00483199926,9272.392206109289,8051.6836929900392,1.5333638796176359,1.2798863642876326,4.4877420385900001e-29,0,4.4877420385900001e-20
Cycle_73,12867.383420289261,10422.194555269291,8982.3049537200386,1.19286966548,1.2754096863376325,4.0389678347300002e-28,0,4.0389678347299997e-19
Cycle_74,11535.71001560926,9474.5004582492911,8957.2881665600398,1.1640701705900001,1.0785722237649999,4.0389678347300002e-28,0,4.0389678347299997e-19
Cycle_75,12068.236558119261,9564.8890718292896,9045.835630920039,1.4640907072576359,1.0772411963449999,4.4877420385900001e-29,0,4.4877420385900001e-20
Cycle_76,4345.9458462250013,3391.4820523799999,2603.7843449100001,1.530482249327636,1.2944056570176325,1.00974195868e-28,0,1.00974195868e-19
Cycle_77,4791.2701457750009,3585.9520307799999,2880.4997894200001,1.5823748962976358,1.1893614049550001,1.1219355096499999e-29,0,1.12193550965e-20
Cycle_78,4935.427290345001,3766.0251446499997,2917.96114154,1.5578245592776359,1.2854232833276324,4.4877420385900001e-29,0,4.4877420385900001e-20
Cycle_79,2117.529694535001,1781.4478796499998,1423.40040174,1.449886459787636,1.1803812228249999,4.4877420385900001e-29,0,4.4877420385900001e-20
Cycle_80,4128.306719225001,3198.2996028199996,2468.6141234000002,1.5396134669876358,1.2868359297776324,4.0389678347300002e-28,0,4.0389678347299997e-19
Cycle_81,13305.346614159262,10486.82395727929,9599.7695672700393,1.4779568765576359,1.120579370925,4.0389678347300002e-28,0,4.0389678347299997e-19
Cycle_82,10779.78461166926,8803.5308343892902,7491.2825691600392,1.1675810598,1.3290676028676325,4.0389678347300002e-28,0,4.0389678347299997e-19
Cycle_83,4467.5571631250014,3763.3896676499999,3443.4688471700001,1.1993084998000001,1.0475218026949999,4.0389678347300002e-28,0,4.0389678347299997e-19
