file,cycle_idx,Pulse Interval,Time to Peak (TTP),Systolic Peak,Diastolic Peak Time,Diastolic Peak,Notch Time,Dicrotic Notch Depth,Systolic Area,Diastolic Area,Area Under Curve,Reflection Index (RI),Stiffness Index (SI),Fall Time,Inflection Point Index,Volume,Systolic Volume Index,Diastolic Volume Index
Synthetic_Subject_16,1,66.25669418559896,15.601668892269833,0.75962304870915054,39.026371245820449,0.31381056182815037,34.952003615017652,0.34404539511647481,15.544650493033668,6.1288541185063288,23.093204961650322,0.39987629262722474,21.527279199973744,46.94051821242067,52.593646618956264,19.16506628233028,11.810231299359977,1.6563035026353059
Synthetic_Subject_16,2,89.116237999536935,20.837481446530784,0.66472787994801052,45.70019061358569,0.40192376789739626,39.494294766557459,0.46535382968199118,17.226819973973083,9.205573892386079,27.643050106258965,0.62596255412524571,25.4149777384314,70.359976000778587,51.599299087586964,19.114623369391111,9.8331637405276417,3.4900152315445183
Synthetic_Subject_16,3,68.996237819262277,16.646223789213945,0.85096213267947862,41.094431765458964,0.4941709984606899,37.360283831776222,0.50841305586687657,19.107710095087167,9.8003780214460345,28.922170865766891,0.57752262908349383,23.936954890021759,50.369478345417278,50.831525337498434,24.882756097320801,16.654879175676019,4.5672413506057312
Synthetic_Subject_16,4,83.076181285182528,17.687308532694175,0.92266367277271644,44.752542025351033,0.52835279413585845,33.681116640441694,0.53630059445415457,21.175402241891302,13.460356036741075,34.609100865857499,0.56655066070719462,27.135975009465145,65.96368901451666,52.759842967065339,31.848873354009488,20.00962928173611,7.5460364132632662
Synthetic_Subject_16,5,69.371025083483559,16.649797890931403,0.9354150786962292,40.870272759822356,0.58261789332345737,36.108356645672416,0.58292187914768501,22.607201631587888,11.802856398428087,34.561569340315799,0.62771612899354634,23.357978404887344,50.089622239369632,50.921853810445334,32.16289426212937,21.487191527005084,7.4500948741800999
Synthetic_Subject_16,6,89.200874646515956,16.962686102869402,0.81556094174969962,44.024553912523949,0.50154025972046512,33.712405352836932,0.44587733720418277,16.903998077454325,11.626054053572627,28.118284887122119,0.62168604975090258,26.241849746541455,73.320255829961212,67.27070493792958,22.509581301663061,14.006441890292624,6.5944600739805539
Synthetic_Subject_16,7,91.017483574065267,22.042256696189405,0.8864874921186936,46.08259631831762,0.64041384664320311,44.252652147192151,0.72657870310591499,25.900884812609551,20.500650128965557,44.983907075010329,0.69225174047234128,24.346158401944454,70.246730916335864,43.573394516970744,40.278940880925283,22.104142561438714,13.222865641578007
Synthetic_Subject_16,8,70.033302117117486,17.681711498648649,0.8891848335755006,41.060864499236224,0.53010375013875077,37.360283831776222,0.54451210883836021,20.064639299360209,10.536492646309684,30.926861382468768,0.60089173073229118,21.632178907210029,49.256051617800807,51.707835636522361,27.167986786532857,18.412514183885747,5.8588303658390553
Synthetic_Subject_16,9,86.470727745232722,16.652781630505977,0.88831027394715412,45.455574293206546,0.40040748613453103,34.961454325723189,0.39662207770807367,18.066114943380185,10.140027971068028,28.308993830155352,0.45047711150743819,28.30616012986302,70.991387366003707,71.908491096228673,25.739336856516022,15.642032745473387,3.6486492858880935
Synthetic_Subject_16,10,70.121493082493785,19.16574525690304,0.82790722853718846,41.950185756182748,0.46754413259566147,41.275815421010122,0.50320648160467607,20.638016628132902,8.7839991175779311,29.138588251974696,0.55433285852571723,21.882710694232934,49.043783988058664,59.000554484665827,22.630810484710359,17.754318772883586,3.4537327581725492
Synthetic_Subject_16,11,77.972913460927174,16.65328757663433,0.96644793778054228,42.687325009813136,0.55779907090210901,42.665139635382666,0.58026037678223186,23.335672712084509,11.080500818491908,34.294230220496402,0.58708316318219167,25.419226935461978,59.018050374484744,51.112703923689693,32.838540395580594,22.311273957736965,6.6721765234135164
Synthetic_Subject_16,12,69.905241689083724,18.97666236883969,0.92302607800905145,40.874964178936857,0.55058090852262886,39.858081284596963,0.55745091214250286,21.745997063863221,10.85011814147375,32.764982684388023,0.58792570541426636,22.844496638322319,50.190407941973774,60.907046793608856,29.432031068173806,20.19133887249798,6.3437946942401329
Synthetic_Subject_16,13,91.535469214179628,19.310323120083154,0.86733196473646046,44.268580355327366,0.66861866087445487,41.3616893705424,0.6700045756000097,23.68589458309771,21.45603712013688,44.121790716669324,0.77644634322837103,26.148226673794298,73.748402730984481,68.253072433020662,39.205837440062858,20.352312105821252,15.89788767586225
Synthetic_Subject_16,14,68.406394645444863,17.670754854410763,0.3540575191359896,39.909095078674916,0.25790109506636472,35.935041200639091,0.31709304127249549,8.303244993423629,4.009336342124028,13.125607671185872,0.60056649935593553,20.888954497710014,47.153882375818611,54.752479064806266,8.5631389154455633,3.9901468362868577,0.22637187015819848
Synthetic_Subject_16,15,119.8572084501306,35.278299497812355,0.73935350645992404,65.810370204873848,0.40344515491395549,36.118077030222985,0.43162680363431538,15.591205615154012,11.591473144871008,27.613691410612777,0.53129806000305235,27.14214105607973,76.785391206272948,86.357373606191558,20.658810136678863,10.918650978199642,4.3068218091542176
Synthetic_Subject_16,16,83.970846223524816,27.904111024691844,0.72787457091646757,48.437473256662102,0.44941770564853778,41.220590632438523,0.4746507911686727,18.096845910031689,9.1679208069179605,27.138267706480612,0.58970260325736923,23.970511306387635,58.408648080204252,74.661077485345743,20.396993718634647,13.680740262282924,3.7491120005729037
Synthetic_Subject_16,17,102.69658706303197,17.677969824377925,0.67116987445207665,50.368891328618844,0.39237256441399848,38.20678742751894,0.14321248554461122,19.264795361312071,13.384342192073056,32.896762825567492,0.55535272823825943,28.363938344796018,81.966018691779425,38.69390478849003,21.605908627806521,13.511954702569458,4.7073651207425415
Synthetic_Subject_16,18,86.29155918559367,21.030091455238058,0.64167956640536472,47.092057572878048,0.44677483853967204,39.424477183440224,0.45483029075819659,13.157707906878912,12.246077087529038,26.817964979770451,0.66548833707821831,28.141068041876018,64.463027574964272,72.47321036557048,17.725960234035327,7.9550830700629511,4.6628822774928462
Synthetic_Subject_16,19,66.412905667159123,15.679450363304593,0.76141782673634661,39.348684325109247,0.32009685148613187,34.961589777559496,0.35974370586854798,15.58692774914916,6.2897341702595799,23.237373124868483,0.41193246486818413,21.550266823990295,46.947665861311506,52.881376285732067,19.264744169031566,12.021331427235037,1.6782789056067886
