Cycle,PS_Peak1,PS_Peak2,PS_Peak3,PS_Peak1/Peak2,PS_Peak2/Peak3,A0_2,A2_5,A0_2/A2_5
Cycle_1,1283.5021654208024,916.39948328826767,621.38252252582174,1.6309349535150104,1.5083248944274226,9.0566833823408301e-09,2.3598017972443477e-08,1.668723461662156e-08
Cycle_2,736.86587740781499,675.9906883858896,514.15565779532506,1.1716299187482864,1.3610591301656332,2.6693019767433147e-08,2.3165163060929077e-08,4.2763857744387727e-09
Cycle_3,998.02115447050721,759.13171451347898,722.60654514095927,1.3061575857709706,1.0590894949842931,-1.6355715030651948e-08,-2.7256324170820903e-08,-1.8817705084519984e-08
Cycle_4,1882.9292330084652,1300.6660734233512,1075.2614794006295,1.6267007281547603,1.0945969852975217,1.2730159419446022e-08,4.9097525076364512e-08,2.3232362511051162e-09
Cycle_5,1402.6955480859249,1046.6967607948204,910.91586709179194,1.6270377597154886,1.0088441397237857,-1.6249279411778852e-08,-2.7237601336003766e-08,-1.926099046154145e-08
Cycle_6,615.14011581704619,671.4223629828939,632.30554656375125,1.0177456270122989,1.0891167438068692,2.9674145443882599e-09,-1.9168135899158935e-08,2.3232362498231955e-09
Cycle_7,681.35186615510395,583.13750659982838,509.34798798587673,1.2004087128886345,1.1375136467890947,-1.0809438591435576e-08,-2.3085414655856279e-08,-8.9126635405980497e-09
Cycle_8,1332.7132289739347,804.45112283193282,811.17890016187346,1.800964302772631,0.99419522000759586,-1.7380621430193168e-08,-2.8950398392151001e-08,-1.5656923467123746e-08
Cycle_9,976.94146046678145,724.66407077367671,620.66385787578906,1.3289113829546293,1.4129143188756117,4.6064425948025842e-29,-1.9059560550490966e-08,4.8147801784362908e-20
Cycle_10,741.58440321855414,691.09564696073949,724.56691201755461,1.1839206048243336,1.0235362656355698,2.9674145443882599e-09,3.5973470182069558e-08,5.5749554992901282e-08
Cycle_11,2365.7510500490143,1112.2955034818381,653.40359875063632,2.2647837826024033,1.5238821298340355,1.8284294923455169e-08,3.6240520135396449e-08,3.4366434610746169e-08
Cycle_12,3826.229768239682,2504.4857487044983,2583.7949287317347,1.4833107693775929,1.0179394615319357,2.9674145443882599e-09,-1.8900092273876933e-08,2.3232362500290183e-09
Cycle_13,3694.641150816813,2194.596942735473,1684.7719654799266,1.588293081515701,1.4072128924479324,2.9674145443882599e-09,-1.7126597572805262e-08,2.3232362503746334e-09
Cycle_14,1274.0124672530421,1310.538091812014,997.4494580474227,0.99291207985068086,1.1401167130204795,-1.3678405805253592e-08,-2.5798451975999085e-08,-1.3817694673575004e-08
Cycle_15,2595.2329600561998,1148.1444381350527,907.49281887527502,2.1489646618532752,1.2858245015925793,-1.5676774078412738e-08,-1.7001799689566238e-08,-1.4387667400705861e-08
Cycle_16,1411.8329026253427,657.5310447157002,633.31033509209806,2.4104961930293052,1.04375349076651,2.9674145443882599e-09,-2.6300981158067309e-08,2.3232362499419662e-09
Cycle_17,4121.7975048049484,2543.5183908967383,2085.6192623198081,1.6821185110909196,1.1197730123049532,2.9674145443882599e-09,-1.6881557283180849e-08,2.3232362499407035e-09
Cycle_18,1365.3315439756009,929.89451649454986,723.70570763337867,1.6755796723258412,1.2588223166369168,2.570431820879049e-08,2.7244105034018874e-08,4.1756209060435652e-08
Cycle_19,785.08213549971754,695.45111945607914,688.48082002149772,1.1277913367688683,1.0751795206046464,-1.7023378103749599e-08,-2.8529992301537306e-08,-1.604601720316593e-08
Cycle_20,1400.4277062342521,1090.6872683616202,824.9595895221255,1.6477934254760989,1.2564003309674214,1.3570468141202334e-29,-1.6809033415351062e-08,7.3584342861185376e-21
Cycle_21,2201.577662793919,1539.3640022595544,969.6910165342523,1.5233042864866719,1.4135156472104062,2.8523156286758882e-08,2.6567448150396248e-08,3.369731074166189e-08
Cycle_22,1072.2566391589332,803.4573830253612,663.86592136867796,1.3853681737932302,1.2493203140361473,1.2488757861554608e-29,-1.6632647281674445e-08,-3.8041708716558676e-09
Cycle_23,1480.1577025420115,1126.7481369835955,959.07292194588717,1.4659707247791314,1.0411397284178936,1.3907065965405809e-29,-1.6630359425211535e-08,1.0117265515125752e-20
Cycle_24,2564.4122033148592,1828.031359582747,1655.7181042043778,1.3919495090149119,1.0600760972144028,2.9674145443882599e-09,-1.6500270274282466e-08,2.3232362498232695e-09
Cycle_25,3531.7509730236179,1683.7067400671183,1564.2778593945754,1.8749508488980609,1.018023957026112,-1.3662241983754649e-08,-1.6498048752897777e-08,-1.3674218960632975e-08
Cycle_26,2030.7332078337722,1395.9749686003895,983.591689258109,1.5705730579144408,1.2504722662197867,-1.4614270275289112e-08,-1.6489043977133774e-08,-1.4516775362102826e-08
Cycle_27,826.25535154462489,666.66943722486235,538.32521159920634,1.2463514471784849,1.1392361343095834,1.0262941815993346e-08,3.3077768094839975e-08,2.3232362513286009e-09
Cycle_28,1551.5508871639727,1311.3723802868035,645.0880889665691,1.2070186399303044,1.7566394433603882,7.6255845248903723e-09,4.5397529940298739e-08,2.5173586722145981e-08
Cycle_29,1810.9484632439735,1550.8051383148697,1197.498602999962,1.2271332694218129,1.3058566136255214,2.9674145443882599e-09,-1.6487478849010618e-08,2.3232362498233551e-09
Cycle_30,1169.0876798231213,959.80023670987362,607.8115867321261,1.2194885662736075,1.6763768750318506,-1.2080358665308856e-08,-2.5383157679670761e-08,-9.2029102150708859e-09
Cycle_31,1454.4694917896609,1017.9831938930196,827.18923884813785,1.7064011062160149,1.0539929309719256,2.7604837522854167e-08,6.8751967799372473e-08,3.2107911982260725e-08
Cycle_32,1300.9307052781728,824.35265232008987,755.63037926296101,1.6987227309799344,1.2194003331240484,1.0961324520278188e-08,5.4261741642680597e-08,2.3546213906519138e-08
Cycle_33,1188.1075731804651,805.05437494847774,790.64354949415451,1.4354550556913772,1.0195508216979767,6.2796574639468688e-29,-1.6351531774467204e-08,4.9166661391942203e-20
Cycle_34,1366.3108520256349,1039.421701881435,799.52576256252541,1.6531028682121238,1.1226550615085678,2.9674145443882599e-09,-2.8256255622838755e-08,2.3232362498967836e-09
Cycle_35,2419.1816003870476,1665.6660791143734,1200.0195534858719,1.5186642819137814,1.2529336760797121,2.9674145443882599e-09,-2.3073433293190952e-08,2.3232362498802879e-09
Cycle_36,3126.0869449083016,1874.0303878787427,1751.3800043470565,1.6411230433077064,1.0477490103306322,6.8389082625036083e-29,-1.2535007840725768e-08,6.7736374945866003e-20
Cycle_37,726.8259513028645,693.45253634640812,477.6653708712646,1.0727981055442215,1.5903830138875008,2.9674145443882599e-09,-2.6288895365371005e-08,2.323236249806723e-09
Cycle_38,2830.435488027224,1700.2634366000168,1669.7074809831915,1.6599366294218938,1.0415054430194455,-1.2021592005834024e-08,-1.2494501998356573e-08,-9.3620903994902371e-09
Cycle_39,3429.2359195155805,1885.7136300417178,1866.9750620498514,1.7167070086083627,1.0179604403552653,2.9674145443882599e-09,-1.240148539824992e-08,2.3232362499809335e-09
Cycle_40,1607.6049757162107,1120.2819932125867,860.49585657311059,1.5289358570299474,1.2592407981194831,-1.6159468142825749e-08,-2.7069474682321291e-08,-1.9232747945428311e-08
