Cycle,PS_Peak1,PS_Peak2,PS_Peak3,PS_Peak1/Peak2,PS_Peak2/Peak3,A0_2,A2_5,A0_2/A2_5
Cycle_1,1004.9071812454104,539.18017741415576,564.86004940987459,1.5155570336157074,1.0606556012177282,-2.4752722152055352e-08,-3.1412139806025089e-08,-2.0024714878289896e-08
Cycle_2,942.49080366480678,824.40630289478997,620.9909002509886,1.08117650631844,1.3243585776883653,1.2959355605196997e-28,-2.0509924296046418e-08,1.2074335987135713e-09
Cycle_3,3232.1931412424146,2357.2184330034861,1652.2504314115274,1.5511916989738532,1.3802113175370576,1.2938121621267579e-27,-2.0496845046110272e-08,1.2074335995066725e-09
Cycle_4,887.25415994969296,769.98309290350255,590.79642923978145,1.058496919107391,1.2590498552311404,-1.8463425068187454e-08,-2.8370075838496783e-08,-2.1014105899464739e-08
Cycle_5,1244.6884643080457,650.31597573829947,332.99236355099561,1.5297612767240805,1.5674229738999248,-1.2079692079868309e-09,-2.0468905984440633e-08,4.8129532475195542e-20
Cycle_6,1661.209171757097,1346.0057466847502,1087.5794710881173,1.1979332130671849,1.2897153262122323,-1.2079692079868309e-09,-2.0448787654288564e-08,-3.8613696072238404e-09
Cycle_7,2210.6885846739765,1171.9772504469397,982.56942741929413,1.6568207247415185,1.213561707991424,-1.6180563889826641e-08,-2.7854901358387851e-08,-1.6790442488590592e-08
Cycle_8,2557.5145336578457,1636.5071826489473,1359.3068306092775,1.6159230495061541,1.1504954006626964,6.2922756404750156e-09,3.7275486493419129e-08,2.9191801442922469e-08
Cycle_9,2223.1706026135462,1324.5105549646594,696.93325718905635,1.5316996141283334,1.5559724954371204,-2.4247102680694931e-08,-3.1204921761138815e-08,-1.9490900806350673e-08
Cycle_10,1186.8546215226738,910.75366517524401,832.36585036564156,1.0934762011844574,1.1003890635251017,1.0894405882687444e-28,-2.8312194783007359e-08,1.2074335986859404e-09
Cycle_11,2374.9536009953727,1601.8268596103615,1122.1197957540978,1.3559263564685609,1.4334418798817252,-1.2079692079868309e-09,-2.0414666709087663e-08,2.3120080944265187e-20
Cycle_12,5464.4180174159437,3958.3988161750763,4154.9600282361107,1.4069441185403795,1.0414189310786648,1.3620599237598961e-28,-1.86080078084047e-08,1.2074335987225531e-09
Cycle_13,2403.2069339482055,1416.6652684798187,1146.9676404709762,1.6965693041838377,1.1412098962879711,-1.2242414747271037e-08,-2.4373824346183352e-08,-9.962088006077837e-09
Cycle_14,1249.8444254941764,950.84482022530813,974.85513263674318,1.1325434606452893,1.1010813973679927,-1.7713909911414191e-08,-2.7284709077328555e-08,-1.4562818648725959e-08
Cycle_15,2480.0336624870047,1497.4594489268836,1052.2767243350681,1.74554714171821,1.36067328254924,1.3892879618221748e-28,-1.8179022446441173e-08,1.2074335987243764e-09
Cycle_16,1211.7597904608242,825.68714733585409,612.59768327692791,1.1990025990651147,1.3163338814653442,-1.2079692079868309e-09,-1.8173749752548762e-08,-3.9618187477641245e-09
Cycle_17,1352.2932563130807,896.80005730758683,620.73716063108236,1.5444456647125311,1.4207766060729083,-1.2079692079868309e-09,-1.8124321621463187e-08,2.4263541452427439e-20
Cycle_18,3015.8467776391958,2156.8503225735494,1697.8289190624218,1.5152615819329127,1.2302858765923663,6.7750599696869056e-09,3.1189344415425336e-08,1.7434073147679317e-08
Cycle_19,2802.1456513723506,1910.7591188617544,1687.6908685122125,1.695001543949711,1.0094887038122038,8.5986042200230004e-28,-1.8122242663404343e-08,1.2074335993218583e-09
Cycle_20,1257.7179591747158,1190.3936439903346,690.21377993949818,1.0260305465684931,1.4529478665703546,9.7453312734029606e-09,5.918643907674711e-08,3.6090659273846191e-08
Cycle_21,2372.9243039065659,1592.7951415770883,976.01913199520925,1.3772829630332446,1.6043184370590953,-6.65880964080835e-09,-2.1349221901882429e-08,-9.1851945864444967e-09
Cycle_22,963.18932867007823,647.35504868806663,387.3882514894608,1.207684184591937,1.4826815794629349,-1.6156042752151363e-08,-2.781209149137054e-08,-1.6692157430991148e-08
Cycle_23,1744.5630685344527,1021.1956598024982,838.34414335158272,1.4828232594854427,1.2435114728567507,-1.1864796507762806e-08,-2.4202197514439975e-08,-9.7895287949614467e-09
Cycle_24,2625.1592063936764,1949.4843258495453,1519.9651060769565,1.4802221982415258,1.3200359362580052,-1.2079692079868309e-09,-1.8049173952373165e-08,2.8147094337631987e-21
Cycle_25,1218.5441347057758,615.24076766099802,585.52882055602026,1.5717485632599248,1.1228571697468439,4.2595384565098913e-08,3.4511762255400447e-08,6.1023795276871264e-09
Cycle_26,2348.6435708890062,1797.8493305214433,1410.4645632484455,1.2435281742937965,1.3029687007257347,1.3910973731662046e-28,-1.792104549862844e-08,1.2074335987598763e-09
Cycle_27,1678.234415172446,908.64920208856029,969.68579313975602,1.733873159200205,1.0157323200986457,1.3533283172408575e-28,-2.7274331011182992e-08,1.2074335987202947e-09
Cycle_28,1507.1600514955321,801.43100951811675,645.9181096253227,1.9212579981872833,1.1157138075532731,-1.2079692079868309e-09,-1.7862308316019321e-08,-3.8563082964717006e-09
Cycle_29,1335.1198233800264,1200.2896868582409,1086.5376270407514,1.1323836196028612,1.0703437737354644,3.2157117965143111e-08,3.5742236528422582e-08,8.7845619949642617e-09
Cycle_30,1727.9913426697565,1312.5491389930946,833.81015526314684,1.2920633212305244,1.4274448977100442,2.3208459085828872e-08,3.0618581828205039e-08,9.1073735755481425e-09
Cycle_31,1619.0625195191908,1298.630492946296,498.76027441284327,1.2058361166284566,2.4089950294021767,2.9172578604471547e-09,4.5901430656415978e-08,2.6318421078583597e-08
Cycle_32,1194.596816432495,696.03478016313124,401.38528265415113,1.3270031567473832,1.4690041366603874,-1.8268600770010912e-08,-2.8294557425143615e-08,-2.1159836344967846e-08
Cycle_33,1217.2886386187722,562.70151263914045,445.25966804012012,1.7817624628822626,1.1610343182618617,-1.769495146092106e-08,-2.725441930699236e-08,-1.5632863350974204e-08
Cycle_34,1289.77337194048,659.83906393889208,666.38604096666825,1.651948014853786,1.0004459815659259,-2.3592305904570557e-08,-2.9839649192441318e-08,-1.8962003487340074e-08
Cycle_35,1091.9825431773911,841.65775930515599,754.91718846611707,1.1353401316179219,1.0189442182353203,2.214418286023498e-08,7.5140400321704812e-08,3.9064985132379237e-08
